txtFieldNote,intControl,txtPDFExists,txtFileNo,txtType
7-199,1029016,Y,SC 000020:5,E
2-Jul,1028272,Y,SC 000006:18,E
2-Jul,1028321,Y,SC 000007:12,E
2-Jul,1028329,Y,SC 000007:20,E
20-Jul,1028361,Y,SC 000007:52,E
7-203,1028259,Y,SC 000006:5,E
7-203,1028266,Y,SC 000006:12,E
7-203,1028706,Y,SC 000013:31,E
7-205,1028655,Y,SC 000012:37,E
7-207,1028541,Y,SC 000010:48,E
7-208,1028268,Y,SC 000006:14,E
21-Jul,1028320,Y,SC 000007:11,E
7-211,1028457,Y,SC 000009:29,E
7-211,1028508,Y,SC 000010:15,E
7-212,1028507,Y,SC 000010:14,E
7-213,1028540,Y,SC 000010:47,E
7-214,1028507,Y,SC 000010:14,E
7-216,1028519,Y,SC 000010:26,E
7-216,1028526,Y,SC 000010:33,E
7-217,1028578,Y,SC 000011:22,E
7-217,1028587,Y,SC 000011:31,E
7-219,1028515,Y,SC 000010:22,E
22-Jul,1028317,Y,SC 000007:8,E
22-Jul,1028487,Y,SC 000009:59,E
7-221,1028487,Y,SC 000009:59,E
7-225,1028957,Y,SC 000018:54,E
7-227,1029146,Y,SC 000022:12,E
7-229,1029146,Y,SC 000022:12,E
23-Jul,1028327,Y,SC 000007:18,E
7-231,1028648,Y,SC 000012:30,E
7-234,1028556,Y,SC 000010:63,E
7-234,1029054,Y,SC 000020:43,E
7-236,1028562,Y,SC 000011:6,E
7-236,1029091,Y,SC 000021:36,E
7-238,1029137,Y,SC 000022:3,E
24-Jul,1028329,Y,SC 000007:20,E
7-240,1029137,Y,SC 000022:3,E
7-242,1028608,Y,SC 000011:52,E
7-244,1028536,Y,SC 000010:43,E
7-246,1028933,Y,SC 000018:30,E
7-248,1028676,Y,SC 000013:1,E
25-Jul,1028312,Y,SC 000007:3,E
25-Jul,1029025,Y,SC 000020:14,E
7-250,1028670,Y,SC 000012:52,E
7-250,1028675,Y,SC 000012:57,E
7-252,1028658,Y,SC 000012:40,E
7-252,1029025,Y,SC 000020:14,E
7-254,1028505,Y,SC 000010:12,E
7-256,1028560,Y,SC 000011:4,E
26-Jul,1028321,Y,SC 000007:12,E
7-260,1028563,Y,SC 000011:7,E
7-262,1028572,Y,SC 000011:16,E
7-264,1028538,Y,SC 000010:45,E
7-266,1028520,Y,SC 000010:27,E
7-268,1028565,Y,SC 000011:9,E
7-268,1028682,Y,SC 000013:7,E
27-Jul,1028310,Y,SC 000007:1,E
7-270,1028972,Y,SC 000019:6,E
7-272,1028987,Y,SC 000019:21,E
7-274,1028379,Y,SC 000008:15,E
7-274,1028575,Y,SC 000011:19,E
7-276,1028817,Y,SC 000016:1,E
28-Jul,1028336,Y,SC 000007:27,E
7-280,1028574,Y,SC 000011:18,E
7-282,1028265,Y,SC 000006:11,E
7-284,1028611,Y,SC 000011:55,E
7-288,1029120,Y,SC 000021:65,E
29-Jul,1028330,Y,SC 000007:21,E
7-29.5,1028674,Y,SC 000012:56,E
7-291,1029136,Y,SC 000022:2,E
7-296,1029145,Y,SC 000022:11,E
7-298,1028591,Y,SC 000011:35,E
3-Jul,1028274,Y,SC 000006:20,E
3-Jul,1028364,Y,SC 000007:55,E
30-Jul,1028338,Y,SC 000007:29,E
7-300,1028625,Y,SC 000012:7,E
7-301,1028589,y,SC 000011:33,E
7-302,1028627,Y,SC 000012:9,E
7-306,1028687,Y,SC 000013:12,E
7-308,1029148,Y,SC 000022:14,E
7-309,1029146,Y,SC 000022:12,E
7-310,1028295,Y,SC 000006:41,E
7-313,1028621,Y,SC 000012:3,E
7-316,1028700,Y,SC 000013:25,E
7-317,1028941,Y,SC 000018:38,E
7-318,1028952,Y,SC 000018:49,E
Jul-32,1028316,Y,SC 000007:7,E
7-324,1028873,Y,SC 000017:13,E
Jul-33,1028364,Y,SC 000007:55,E
Jul-34,1028257,Y,SC 000006:3,E
7-347,1028592,Y,SC 000011:36,E
7-348,1028347,Y,SC 000007:38,E
Jul-35,1028455,Y,SC 000009:27,E
7-350,1028430,Y,SC 000009:2,E
7-351,1028629,Y,SC 000012:11,E
7-354,1028484,Y,SC 000009:56,E
7-354,1028701,Y,SC 000013:26,E
7-356,1028594,Y,SC 000011:38,E
7-358,1028472,Y,SC 000009:44,E
7-358,1028639,Y,SC 000012:21,E
Jul-36,1028966,Y,SC 000018:63,E
Jul-36,1034724,Y,SC 000130:25,E
7-360,1028517,Y,SC 000010:24,E
7-362,1029095,Y,SC 000021:40,E
7-366,1028515,Y,SC 000010:22,E
7-368,1028256,Y,SC 000006:2,E
7-368,1028415,Y,SC 000008:51,E
Jul-37,1028705,Y,SC 000013:30,E
7-370,1028571,Y,SC 000011:15,E
7-370,1029061,Y,SC 000021:6,E
7-372,1028716,Y,SC 000013:41,E
7-376,1029137,Y,SC 000022:3,E
7-378,1028965,Y,SC 000018:62,E
Jul-38,1028936,Y,SC 000018:33,E
7-380,1029048,Y,SC 000020:37,E
7-381,1028719,Y,SC 000013:44,E
7-383,1028964,Y,SC 000018:61,E
7-383,1029093,Y,SC 000021:38,E
7-385,1029016,Y,SC 000020:5,E
Jul-39,1029058,Y,SC 000021:3,E
7-390,1028719,Y,SC 000013:44,E
7-395,1029074,Y,SC 000021:19,E
7-397,1028601,Y,SC 000011:45,E
7-399,1028672,Y,SC 000012:54,E
7-401,1028285,Y,SC 000006:31,E
7-403,1028380,Y,SC 000008:16,E
7-405,1028270,Y,SC 000006:16,E
7-405,1028486,Y,SC 000009:58,E
7-407,1028381,Y,SC 000008:17,E
7-407,1028382,Y,SC 000008:18,E
7-408,1028383,Y,SC 000008:19,E
Jul-41,1028950,Y,SC 000018:47,E
7-413,1028385,Y,SC 000008:21,E
7-415,1028386,Y,SC 000008:22,E
7-415,1028387,Y,SC 000008:23,E
7-417,1028388,Y,SC 000008:24,E
7-417,1028389,Y,SC 000008:25,E
7-417,1028390,Y,SC 000008:26,E
7-419,1028323,Y,SC 000007:14,E
7-421,1028289,Y,SC 000006:35,E
7-423,1028719,Y,SC 000013:44,E
7-425,1028458,Y,SC 000009:30,E
7-427,1028391,Y,SC 000008:27,E
7-429,1028392,Y,SC 000008:28,E
7-429,1028393,Y,SC 000008:29,E
Jul-43,1029012,Y,SC 000020:1,E
7-431,1028394,Y,SC 000008:30,E
7-432,1028395,y,SC 000008:31,E
7-433,1028396,Y,SC 000008:32,E
7-433,1028397,Y,SC 000008:33,E
7-434,1028398,Y,SC 000008:34,E
7-435,1028399,Y,SC 000008:35,E
7-435,1028400,Y,SC 000008:36,E
7-437,1028401,Y,SC 000008:37,E
7-437,1028402,Y,SC 000008:38,E
7-438,1028403,Y,SC 000008:39,E
7-439,1028404,Y,SC 000008:40,E
7-439,1028405,Y,SC 000008:41,E
Jul-44,1029032,Y,SC 000020:21,E
7-441,1028406,Y,SC 000008:42,E
7-443,1028407,Y,SC 000008:43,E
7-445,1028408,Y,SC 000008:44,E
7-445,1028409,Y,SC 000008:45,E
7-447,1028410,Y,SC 000008:46,E
7-449,1028262,Y,SC 000006:8,E
7-449,1028411,Y,SC 000008:47,E
Jul-45,1029096,Y,SC 000021:41,E
7-451,1028695,Y,SC 000013:20,E
7-452,1028598,Y,SC 000011:42,E
7-452,1028600,Y,SC 000011:44,E
7-453,1028566,Y,SC 000011:10,E
Jul-47,1029000,Y,SC 000019:34,E
Jul-48,1028960,Y,SC 000018:57,E
Jul-49,1028650,Y,SC 000012:32,E
5-Jul,1028363,Y,SC 000007:54,E
Jul-50,1028959,Y,SC 000018:56,E
Jul-51,1028659,Y,SC 000012:41,E
Jul-52,1029008,Y,SC 000019:42,E
Jul-53,1028951,Y,SC 000018:48,E
Jul-56,1029083,Y,SC 000021:28,E
6-Jul,1028277,Y,SC 000006:23,E
Jul-61,1028953,Y,SC 000018:50,E
Jul-64,1029046,Y,SC 000020:35,E
Jul-66,1028945,Y,SC 000018:42,E
Jul-67,1028935,Y,SC 000018:32,E
Jul-68,1028694,Y,SC 000013:19,E
7-Jul,1028271,Y,SC 000006:17,E
7-Jul,1028276,Y,SC 000006:22,E
7-Jul,1028283,Y,SC 000006:29,E
7-Jul,1028300,Y,SC 000006:46,E
Jul-70,1028283,Y,SC 000006:29,E
Jul-72,1028282,Y,SC 000006:28,E
Jul-73,1028276,Y,SC 000006:22,E
Jul-74,1028279,Y,SC 000006:25,E
Jul-75,1028271,Y,SC 000006:17,E
7-75.5,1028284,Y,SC 000006:30,E
Jul-77,1028267,Y,SC 000006:13,E
Jul-78,1028258,Y,SC 000006:4,E
Jul-79,1028275,Y,SC 000006:21,E
Jul-80,1028260,Y,SC 000006:6,E
Jul-81,1028741,Y,SC 000014:22,E
Jul-83,1028723,Y,SC 000014:4,E
Jul-84,1028847,Y,SC 000016:31,E
Jul-85,1028902,Y,SC 000017:42,E
Jul-87,1028765,Y,SC 000014:46,E
Jul-88,1028787,Y,SC 000015:18,E
Jul-89,1028781,Y,SC 000015:12,E
9-Jul,1028362,Y,SC 000007:53,E
9-Jul,1028733,Y,SC 000014:14,E
9-Jul,1028788,Y,SC 000015:19,E
9-Jul,1028803,Y,SC 000015:34,E
9-Jul,1028805,Y,SC 000015:36,E
9-Jul,1028829,Y,SC 000016:13,E
Jul-90,1028777,Y,SC 000015:8,E
Jul-93,1028829,Y,SC 000016:13,E
Jul-94,1028788,Y,SC 000015:19,E
Jul-95,1028806,Y,SC 000015:37,E
Jul-96,1028778,Y,SC 000015:9,E
7-96.5,1028786,Y,SC 000015:17,E
7-96.75,1028804,Y,SC 000015:35,E
Jul-97,1028805,Y,SC 000015:36,E
Jul-98,1028803,Y,SC 000015:34,E
Jul-99,1028733,Y,SC 000014:14,E
78-67,1032737,Y,SC 000078:67,C
1-Aug,1028332,y,SC 000007:23,E
8-109,1028511,y,SC 000010:18,E
11-Aug,1028330,y,SC 000007:21,E
8-111,1028377,y,SC 000008:13,E
8-111,1029127,y,SC 000021:72,E
8-113,1028369,y,SC 000008:5,E
8-115,1028368,y,SC 000008:4,E
8-117,1028360,y,SC 000007:51,E
8-119,1028338,y,SC 000007:29,E
8-121,1028376,y,SC 000008:12,E
8-123,1028365,y,SC 000008:1,E
8-125,1029023,y,SC 000020:12,E
8-127,1028302,y,SC 000006:48,E
8-130,1028349,y,SC 000007:40,E
8-132,1028979,y,SC 000019:13,E
8-134,1028328,y,SC 000007:19,E
8-136,1028468,y,SC 000009:40,E
8-137,1028466,y,SC 000009:38,E
8-139,1028467,y,SC 000009:39,E
8-140,1028309,y,SC 000006:55,E
8-142,1028316,y,SC 000007:7,E
8-144,1028331,y,SC 000007:22,E
8-145,1028371,y,SC 000008:7,E
8-146,1028465,y,SC 000009:37,E
8-146,1029101,y,SC 000021:46,E
15-Aug,1028529,y,SC 000010:36,E
8-150,1028823,y,SC 000016:7,E
8-152,1028333,y,SC 000007:24,E
8-156,1028325,y,SC 000007:16,E
8-171,1028362,y,SC 000007:53,E
8-175,1028943,y,SC 000018:40,E
8-176,1028686,y,SC 000013:11,E
8-179,1029041,y,SC 000020:30,E
18-Aug,1028336,y,SC 000007:27,E
18-Aug,1029141,y,SC 000022:7,E
8-181,1028956,y,SC 000018:53,E
8-185,1028936,y,SC 000018:33,E
8-187,1028704,y,SC 000013:29,E
8-190,1028613,y,SC 000011:57,E
8-192,1029089,y,SC 000021:34,E
8-194,1029085,y,SC 000021:30,E
8-196,1028970,y,SC 000019:4,E
8-198,1028535,y,SC 000010:42,E
2-Aug,1028301,y,SC 000006:47,E
20-Aug,1028315,y,SC 000007:6,E
8-200,1028624,y,SC 000012:6,E
8-202,1028943,y,SC 000018:40,E
8-202.5,1028686,y,SC 000013:11,E
8-204,1029057,y,SC 000021:2,E
8-205,1029041,y,SC 000020:30,E
8-206,1028969,y,SC 000019:3,E
8-214,1028707,y,SC 000013:32,E
22-Aug,1029146,y,SC 000022:12,E
8-221,1028712,y,SC 000013:37,E
8-223,1028663,y,SC 000012:45,E
8-227,1029036,y,SC 000020:25,E
8-228,1029037,y,SC 000020:26,E
23-Aug,1029136,y,SC 000022:2,E
8-230,1028976,y,SC 000019:10,E
8-231,1028974,y,SC 000019:8,E
8-233,1029049,y,SC 000020:38,E
8-235,1029009,y,SC 000019:43,E
8-238,1028697,y,SC 000013:22,E
24-Aug,1028719,y,SC 000013:44,E
8-240,1028669,y,SC 000012:51,E
8-242,1028604,y,SC 000011:48,E
8-244,1028645,y,SC 000012:27,E
8-246,1028564,y,SC 000011:8,E
8-248,1028696,y,SC 000013:21,E
25-Aug,1028335,y,SC 000007:26,E
8-250,1029143,y,SC 000022:9,E
8-252,1029135,y,SC 000022:1,E
8-258,1028561,y,SC 000011:5,E
26-Aug,1028326,y,SC 000007:17,E
8-260,1028661,y,SC 000012:43,E
8-262,1028559,y,SC 000011:3,E
8-264,1028558,y,SC 000011:2,E
8-266,1029043,y,SC 000020:32,E
8-268,1028620,y,SC 000012:2,E
8-270,1028634,y,SC 000012:16,E
8-272,1028662,y,SC 000012:44,E
8-274,1028631,y,SC 000012:13,E
8-276,1028996,y,SC 000019:30,E
8-278,1028683,y,SC 000013:8,E
8-280,1028630,y,SC 000012:12,E
8-282,1028698,y,SC 000013:23,E
8-284,1028994,y,SC 000019:28,E
8-286,1028708,y,SC 000013:33,E
8-288,1028668,y,SC 000012:50,E
3-Aug,1028291,y,SC 000006:37,E
30-Aug,1028339,y,SC 000007:30,E
31-Aug,1028366,y,SC 000008:2,E
Aug-32,1028367,y,SC 000008:3,E
Aug-33,1028348,y,SC 000007:39,E
Aug-34,1028372,y,SC 000008:8,E
Aug-35,1028454,y,SC 000009:26,E
Aug-35,1029059,y,SC 000021:4,E
Aug-36,1028282,y,SC 000006:28,E
Aug-38,1028337,y,SC 000007:28,E
Aug-40,1028294,y,SC 000006:40,E
Aug-41,1028296,y,SC 000006:42,E
Aug-43,1028581,y,SC 000011:25,E
Aug-44,1028451,y,SC 000009:23,E
Aug-45,1028358,y,SC 000007:49,E
Aug-46,1028351,y,SC 000007:42,E
Aug-47,1028378,y,SC 000008:14,E
Aug-48,1028288,y,SC 000006:34,E
5-Aug,1028310,y,SC 000007:1,E
Aug-50,1028374,y,SC 000008:10,E
Aug-52,1028375,y,SC 000008:11,E
Aug-53,1028370,y,SC 000008:6,E
Aug-55,1028294,y,SC 000006:40,E
Aug-56,1028333,y,SC 000007:24,E
Aug-58,1028325,y,SC 000007:16,E
Aug-63,1028647,y,SC 000012:29,E
Aug-69,1028693,y,SC 000013:18,E
7-Aug,1028334,y,SC 000007:25,E
Aug-77,1028705,y,SC 000013:30,E
Aug-79,1028937,y,SC 000018:34,E
Aug-85,1028946,y,SC 000018:43,E
9-Aug,1028361,y,SC 000007:52,E
9-Aug,1028674,y,SC 000012:56,E
83-1-A,1076234,Y,SC 000083:1_A,C
83-1-C,1077927,Y,SC 000083:1_C,C
83-2-1,1032902,Y,SC 000083:2,C
83-3,1032903,Y,SC 000083:3,C
1-Sep,1028992,y,SC 000019:26,E
13-Sep,1028991,y,SC 000019:25,E
9-203,1029021,y,SC 000020:10,E
9-211,1029015,y,SC 000020:4,E
9-213,1029007,Y,SC 000019:41,E
9-215,1029028,y,SC 000020:17,E
9-217,1029029,y,SC 000020:18,E
9-219,1028985,Y,SC 000019:19,E
9-221,1029006,y,SC 000019:40,E
9-222,1028984,y,SC 000019:18,E
9-224,1029064,y,SC 000021:9,E
9-227,1029066,y,SC 000021:11,E
9-230,1029019,y,SC 000020:8,E
9-232,1029045,y,SC 000020:34,E
9-234,1029013,y,SC 000020:2,E
9-236,1029115,y,SC 000021:60,E
9-240,1029030,y,SC 000020:19,E
9-242,1029026,y,SC 000020:15,E
9-244,1029014,y,SC 000020:3,E
9-246,1029010,y,SC 000019:44,E
9-251,1029005,y,SC 000019:39,E
9-278,1028258,y,SC 000006:4,E
29-Sep,1029129,y,SC 000021:74,E
9-295,1028180,y,SC 000004:35,E
9-299,1028022,y,SC 000002:5,E
9-303,1028088,y,SC 000003:1,E
9-311,1028182,y,SC 000004:37,E
9-329,1028198,y,SC 000004:53,E
9-330,1028096,y,SC 000003:9,E
9-334,1028167,y,SC 000004:22,E
9-335,1028168,y,SC 000004:23,E
9-340,1028018,y,SC 000002:1,E
9-343,1028152,y,SC 000004:7,E
9-353,1027989,y,SC 000001:43,E
9-354,1028143,y,SC 000003:56,E
9-355,1027992,y,SC 000001:46,E
9-357,1027981,y,SC 000001:35,E
9-358,1027991,y,SC 000001:45,E
9-381,1028209,y,SC 000005:10,E
9-382,1028160,y,SC 000004:15,E
9-383,1028813,y,SC 000015:44,E
9-384,1028208,y,SC 000005:9,E
9-385,1028210,y,SC 000005:11,E
9-395,1028214,y,SC 000005:15,E
Sep-40,1029038,y,SC 000020:27,E
9-402,1028880,y,SC 000017:20,E
9-403,1028254,y,SC 000005:55,E
9-404,1028254,y,SC 000005:55,E
9-405,1028254,y,SC 000005:55,E
9-406,1028091,y,SC 000003:4,E
9-407,1028217,y,SC 000005:18,E
9-408,1028216,y,SC 000005:17,E
9-409,1028130,y,SC 000003:43,E
9-410,1028036,y,SC 000002:19,E
9-411,1028841,y,SC 000016:25,E
9-424,1029011,y,SC 000019:45,E
9-426,1028999,y,SC 000019:33,E
9-428,1028998,y,SC 000019:32,E
9-433,1029121,y,SC 000021:66,E
9-435,1028985,y,SC 000019:19,E
9-437,1029006,y,SC 000019:40,E
9-439,1028984,y,SC 000019:18,E
Sep-44,1029123,y,SC 000021:68,E
9-441,1029055,y,SC 000020:44,E
9-443,1029034,y,SC 000020:23,E
9-443,1029064,y,SC 000021:9,E
9-445,1029019,y,SC 000020:8,E
9-445,1029033,y,SC 000020:22,E
9-447,1029045,y,SC 000020:34,E
9-449,1029013,y,SC 000020:2,E
9-451,1029115,y,SC 000021:60,E
9-453,1028986,y,SC 000019:20,E
Sep-48,1029001,y,SC 000019:35,E
Sep-50,1029130,y,SC 000021:75,E
Sep-56,1028968,y,SC 000019:2,E
Sep-57,1029031,y,SC 000020:20,E
Sep-61,1029003,y,SC 000019:37,E
Sep-63,1028978,y,SC 000019:12,E
97-1-240,1033722,Y,SC 000097:1,C
97-2-1,1033723,Y,SC 000097:2,C
A-101,1029899,y,SC 000036:75,E
A-103,1030034,y,SC 000038:54,E
A-105,1029784,y,SC 000035:37,E
A-107,1029941,y,SC 000037:40,E
A-11,1029842,y,SC 000036:18,E
A-111,1029783,y,SC 000035:36,E
A-113,1029964,y,SC 000037:63,E
A-115,1029862,y,SC 000036:38,E
A-117,1029971,y,SC 000037:70,E
A-119,1029979,y,SC 000037:78,E
A-121,1029781,y,SC 000035:34,E
A-123,1029951,y,SC 000037:50,E
A-125,1029926,y,SC 000037:25,E
A-127,1029821,y,SC 000035:74,E
A-129,1029869,y,SC 000036:45,E
A-13,1029771,y,SC 000035:24,E
A-131,1029967,y,SC 000037:66,E
A-133,1030014,y,SC 000038:34,E
A-135.5,1029763,y,SC 000035:16,E
A-137,1029780,y,SC 000035:33,E
A-141,1029930,y,SC 000037:29,E
A-143,1029916,y,SC 000037:15,E
A-145,1029939,y,SC 000037:38,E
A-147,1030044,y,SC 000038:64,E
A-149,1030056,y,SC 000038:76,E
A-15,1029999,y,SC 000038:19,E
A-153,1029946,y,SC 000037:45,E
A-155,1029984,y,SC 000038:4,E
A-157,1030022,y,SC 000038:42,E
A-159,1029761,y,SC 000035:14,E
A-161,1029808,y,SC 000035:61,E
A-163,1029805,y,SC 000035:58,E
A-165,1029914,y,SC 000037:13,E
A-167,1029985,y,SC 000038:5,E
A-169,1029872,y,SC 000036:48,E
A-17,1029924,y,SC 000037:23,E
A-171,1030004,y,SC 000038:24,E
A-173,1029794,y,SC 000035:47,E
A-175,1030000,y,SC 000038:20,E
A-177,1029818,y,SC 000035:71,E
A-179,1029764,y,SC 000035:17,E
A-181,1030003,y,SC 000038:23,E
A-183,1029864,y,SC 000036:40,E
A-185,1029795,y,SC 000035:48,E
A-187,1029948,y,SC 000037:47,E
A-189,1029785,y,SC 000035:38,E
A-191,1029893,y,SC 000036:69,E
A-193,1029905,y,SC 000037:4,E
A-195,1029917,y,SC 000037:16,E
A-197,1029773,y,SC 000035:26,E
A-199,1029779,y,SC 000035:32,E
A-203,1029778,y,SC 000035:31,E
A-205,1029922,y,SC 000037:21,E
A-21,1029859,y,SC 000036:35,E
A-211,1029848,y,SC 000036:24,E
A-23,1030006,y,SC 000038:26,E
A-25,1029870,y,SC 000036:46,E
A-25.5,1029846,y,SC 000036:22,E
A-27,1029983,y,SC 000038:3,E
A-3,1029772,y,SC 000035:25,E
A-31,1030019,y,SC 000038:39,E
A-33,1029811,y,SC 000035:64,E
A-34,1029756,y,SC 000035:9,E
A-35,1029799,y,SC 000035:52,E
A-43,1029973,y,SC 000037:72,E
A-45,1029900,y,SC 000036:76,E
A-47,1029861,y,SC 000036:37,E
A-49,1029823,y,SC 000035:76,E
A-51,1029945,y,SC 000037:44,E
A-53,1029854,y,SC 000036:30,E
A-55,1029812,y,SC 000035:65,E
A-59,1029940,y,SC 000037:39,E
A-61,1029960,y,SC 000037:59,E
A-63,1030026,y,SC 000038:46,E
A-65,1029758,y,SC 000035:11,E
A-67,1029906,y,SC 000037:5,E
A-69,1030010,y,SC 000038:30,E
A-7,1032809,y,SC 000080:27,E
A-71,1029938,y,SC 000037:37,E
A-75,1029949,y,SC 000037:48,E
A-77,1029765,y,SC 000035:18,E
A-81,1029824,y,SC 000035:77,E
A-85,1029840,y,SC 000036:16,E
A-89,1030012,y,SC 000038:32,E
A-9,1030044,y,SC 000038:64,E
A-91,1029798,y,SC 000035:51,E
A-95,1029797,y,SC 000035:50,E
A-97,1029770,y,SC 000035:23,E
A2-7,1031027,y,SC 000055:2,E
B-1,1029908,y,SC 000037:7,E
B-101,1029885,y,SC 000036:61,E
B-103,1029958,y,SC 000037:57,E
B-105,1029850,y,SC 000036:26,E
B-107,1029884,y,SC 000036:60,E
B-109,1029877,y,SC 000036:53,E
B-111,1029963,y,SC 000037:62,E
B-113,1029950,y,SC 000037:49,E
B-117,1029806,y,SC 000035:59,E
B-119,1029915,y,SC 000037:14,E
B-127,1029868,y,SC 000036:44,E
B-129,1030030,y,SC 000038:50,E
B-131,1029943,y,SC 000037:42,E
B-133,1029847,y,SC 000036:23,E
B-135,1029858,y,SC 000036:34,E
B-139,1029790,y,SC 000035:43,E
B-141,1029886,y,SC 000036:62,E
B-145,1029750,y,SC 000035:3,E
B-147,1029867,y,SC 000036:43,E
B-149,1029935,y,SC 000037:34,E
B-15,1029764,y,SC 000035:17,E
B-15,1029796,y,SC 000035:49,E
B-153,1029764,y,SC 000035:17,E
B-155,1030009,y,SC 000038:29,E
B-157,1029974,y,SC 000037:73,E
B-167,1029845,y,SC 000036:21,E
B-169,1029889,y,SC 000036:65,E
B-17,1030028,y,SC 000038:48,E
B-171,1029807,y,SC 000035:60,E
B-173,1029911,y,SC 000037:10,E
B-177,1029810,y,SC 000035:63,E
B-181,1029814,y,SC 000035:67,E
B-187,1030031,y,SC 000038:51,E
B-189,1029999,y,SC 000038:19,E
B-19,1029996,y,SC 000038:16,E
B-193,1029980,y,SC 000037:79,E
B-195,1029883,y,SC 000036:59,E
B-197,1029955,y,SC 000037:54,E
B-198,1029826,y,SC 000036:2,E
B-199,1029838,y,SC 000036:14,E
B-20,1029974,y,SC 000037:73,E
B-201,1029852,y,SC 000036:28,E
B-203,1029952,y,SC 000037:51,E
B-205,1029857,y,SC 000036:33,E
B-207,1029856,y,SC 000036:32,E
B-207,1029974,y,SC 000037:73,E
B-209,1029891,y,SC 000036:67,E
B-21,1029863,y,SC 000036:39,E
B-211,1030015,y,SC 000038:35,E
B-215,1029986,y,SC 000038:6,E
B-219,1029992,y,SC 000038:12,E
B-221,1029880,y,SC 000036:56,E
B-223,1029832,y,SC 000036:8,E
B-225,1029875,y,SC 000036:51,E
B-229,1029896,y,SC 000036:72,E
B-231,1030002,y,SC 000038:22,E
B-233,1030002,y,SC 000038:22,E
B-237,1029947,y,SC 000037:46,E
B-239,1029873,y,SC 000036:49,E
B-241,1029787,y,SC 000035:40,E
B-243,1029961,y,SC 000037:60,E
B-247,1029820,y,SC 000035:73,E
B-249,1029789,y,SC 000035:42,E
B-25,1029788,y,SC 000035:41,E
B-25,1029959,y,SC 000037:58,E
B-253,1029890,y,SC 000036:66,E
B-255,1029853,y,SC 000036:29,E
B-257,1029959,y,SC 000037:58,E
B-259,1029959,y,SC 000037:58,E
B-261,1029752,y,SC 000035:5,E
B-263,1029855,y,SC 000036:31,E
B-265,1029849,y,SC 000036:25,E
B-267,1029988,y,SC 000038:8,E
B-269,1029994,y,SC 000038:14,E
B-27,1029769,y,SC 000035:22,E
B-27,1029937,y,SC 000037:36,E
B-271,1029766,y,SC 000035:19,E
B-273,1029819,y,SC 000035:72,E
B-275,1029937,y,SC 000037:36,E
B-277,1029937,y,SC 000037:36,E
B-279,1029920,y,SC 000037:19,E
B-29,1029993,y,SC 000038:13,E
B-31,1030021,y,SC 000038:41,E
B-33,1029802,y,SC 000035:55,E
B-35,1029925,y,SC 000037:24,E
B-39,1029757,y,SC 000035:10,E
B-41,1030032,y,SC 000038:52,E
B-43,1029969,y,SC 000037:68,E
B-47,1030041,y,SC 000038:61,E
B-49,1029991,y,SC 000038:11,E
B-5,1029998,y,SC 000038:18,E
B-53,1029934,y,SC 000037:33,E
B-55,1029898,y,SC 000036:74,E
B-57,1029972,y,SC 000037:71,E
B-59,1029782,y,SC 000035:35,E
B-61,1029843,y,SC 000036:19,E
B-62,1029839,y,SC 000036:15,E
B-65,1030001,y,SC 000038:21,E
B-67,1029982,y,SC 000038:2,E
B-7,1029957,y,SC 000037:56,E
B-71,1029929,y,SC 000037:28,E
B-73,1029754,y,SC 000035:7,E
B-75,1029829,y,SC 000036:5,E
B-77,1029970,y,SC 000037:69,E
B-79,1030023,y,SC 000038:43,E
B-80,1030008,y,SC 000038:28,E
B-81,1029990,y,SC 000038:10,E
B-81,1030037,y,SC 000038:57,E
B-83,1029804,y,SC 000035:57,E
B-85,1029809,y,SC 000035:62,E
B-87,1029786,y,SC 000035:39,E
B-9,1029836,y,SC 000036:12,E
B-91,1029833,y,SC 000036:9,E
B-96,1029912,y,SC 000037:11,E
B-99,1029768,y,SC 000035:21,E
B2-13,1034358,y,SC 000116:21,E
B2-21,1034298,y,SC 000114:6,E
B2-29,1034155,y,SC 000108:10,E
B2-29,1034353,y,SC 000116:16,E
B2-35,1034305,y,SC 000114:13,E
B2-5,1034211,y,SC 000110:6,E
B2-9,1034229,y,SC 000111:7,E
BT-1,1032888,y,SC 000082:28,E
BT-11,1032883,y,SC 000082:23,E
BT-12,1032806,y,SC 000080:24,E
BT-13,1032807,y,SC 000080:25,E
BT-14,1032872,y,SC 000082:12,E
BT-15,1032873,y,SC 000082:13,E
BT-16,1032805,y,SC 000080:23,E
BT-17,1032799,y,SC 000080:17,E
BT-2,1032889,y,SC 000082:29,E
BT-3,1032890,y,SC 000082:30,E
BT-4,1032891,y,SC 000082:31,E
BT-5,1032892,y,SC 000082:32,E
BT-6,1032879,y,SC 000082:19,E
BT-6,1032886,y,SC 000082:26,E
BT-7,1032878,y,SC 000082:18,E
BT-8,1032879,y,SC 000082:19,E
BT-9,1032850,y,SC 000081:27,E
C-1,1029851,y,SC 000036:27,E
C-103,1029928,y,SC 000037:27,E
C-15,1029993,y,SC 000038:13,E
C-172,1029158,y,SC 000022:24,E
C-21,1029947,y,SC 000037:46,E
C-27,1029752,y,SC 000035:5,E
C-3,1029995,y,SC 000038:15,E
C-39,1029907,y,SC 000037:6,E
C-42,1029956,y,SC 000037:55,E
C-43,1030016,y,SC 000038:36,E
C-44,1029793,y,SC 000035:46,E
C-45,1029888,y,SC 000036:64,E
